"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Ontario","2016A000235","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110809491","7.5.1.16.4","16.9","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110809491","7.5.1.16.4","17.1","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110809491","7.5.1.16.4","16.6","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110809491","7.5.1.16.4","15.2","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110809491","7.5.1.16.4","13.3","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809663","7.5.2.15.1","341000","","","","0"
"2016","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809663","7.5.2.15.1","337100","","","","0"
"2017","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809663","7.5.2.15.1","339800","","","","0"
"2018","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809663","7.5.2.15.1","299600","","","","0"
"2019","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809663","7.5.2.15.1","269200","","","","0"
"2015","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809666","7.5.2.15.4","24.1","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809666","7.5.2.15.4","23.5","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809666","7.5.2.15.4","23.4","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809666","7.5.2.15.4","20.5","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809666","7.5.2.15.4","18.4","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110809670","7.5.2.16.1","266200","","","","0"
"2016","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110809670","7.5.2.16.1","284200","","","","0"
"2017","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110809670","7.5.2.16.1","290100","","","","0"
"2018","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110809670","7.5.2.16.1","248700","","","","0"
"2019","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110809670","7.5.2.16.1","208800","","","","0"
"2015","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110809673","7.5.2.16.4","18.8","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110809673","7.5.2.16.4","19.8","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110809673","7.5.2.16.4","20.0","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110809673","7.5.2.16.4","17.0","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110809673","7.5.2.16.4","14.3","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809845","7.5.3.15.1","291100","","","","0"
"2016","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809845","7.5.3.15.1","247600","","","","0"
"2017","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809845","7.5.3.15.1","240600","","","","0"
"2018","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809845","7.5.3.15.1","236700","","","","0"
"2019","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110809845","7.5.3.15.1","237000","","","","0"
"2015","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809848","7.5.3.15.4","20.0","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809848","7.5.3.15.4","16.7","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809848","7.5.3.15.4","16.2","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809848","7.5.3.15.4","15.8","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110809848","7.5.3.15.4","15.7","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110809852","7.5.3.16.1","219100","","","","0"
"2016","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110809852","7.5.3.16.1","214500","","","","0"
"2017","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110809852","7.5.3.16.1","197400","","","","0"
"2018","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110809852","7.5.3.16.1","202000","","","","0"
"2019","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110809852","7.5.3.16.1","186600","","","","0"
"2015","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110809855","7.5.3.16.4","15.0","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110809855","7.5.3.16.4","14.5","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110809855","7.5.3.16.4","13.3","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110809855","7.5.3.16.4","13.5","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110809855","7.5.3.16.4","12.4","","","","1"
"2015","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810027","7.6.1.15.1","193300","","","","0"
"2016","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810027","7.6.1.15.1","179800","","","","0"
"2017","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810027","7.6.1.15.1","213000","","","","0"
"2018","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810027","7.6.1.15.1","211700","","","","0"
"2019","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810027","7.6.1.15.1","210700","","","","0"
"2015","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810030","7.6.1.15.4","9.2","","","","1"
"2016","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810030","7.6.1.15.4","8.3","","","","1"
"2017","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810030","7.6.1.15.4","9.4","","","","1"
"2018","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810030","7.6.1.15.4","9.1","","","","1"
"2019","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810030","7.6.1.15.4","8.7","","","","1"
"2015","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810034","7.6.1.16.1","156200","","","","0"
"2016","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810034","7.6.1.16.1","145400","","","","0"
"2017","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810034","7.6.1.16.1","186900","","","","0"
"2018","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810034","7.6.1.16.1","167200","","","","0"
"2019","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810034","7.6.1.16.1","173600","","","","0"
"2015","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810037","7.6.1.16.4","7.5","","","","1"
"2016","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810037","7.6.1.16.4","6.7","","","","1"
"2017","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810037","7.6.1.16.4","8.3","","","","1"
"2018","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810037","7.6.1.16.4","7.2","","","","1"
"2019","Ontario","2016A000235","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810037","7.6.1.16.4","7.2","","","","1"
"2015","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810209","7.6.2.15.1","89100","","","","0"
"2016","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810209","7.6.2.15.1","100100","","","","0"
"2017","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810209","7.6.2.15.1","107100","","","","0"
"2018","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810209","7.6.2.15.1","116300","","","","0"
"2019","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810209","7.6.2.15.1","118600","","","","0"
"2015","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810212","7.6.2.15.4","9.3","","","","1"
"2016","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810212","7.6.2.15.4","10.1","","","","1"
"2017","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810212","7.6.2.15.4","10.4","","","","1"
"2018","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810212","7.6.2.15.4","10.9","","","","1"
"2019","Ontario","2016A000235","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810212","7.6.2.15.4","10.7","","","","1"
"2015","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810216","7.6.2.16.1","73900","","","","0"
"2016","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810216","7.6.2.16.1","80500","","","","0"
"2017","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810216","7.6.2.16.1","92600","","","","0"
"2018","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810216","7.6.2.16.1","92800","","","","0"
"2019","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810216","7.6.2.16.1","99900","","","","0"
"2015","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810219","7.6.2.16.4","7.7","","","","1"
"2016","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810219","7.6.2.16.4","8.1","","","","1"
"2017","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810219","7.6.2.16.4","9.0","","","","1"
"2018","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810219","7.6.2.16.4","8.7","","","","1"
"2019","Ontario","2016A000235","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810219","7.6.2.16.4","9.0","","","","1"
"2015","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810391","7.6.3.15.1","104200","","","","0"
"2016","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810391","7.6.3.15.1","79800","","","","0"
"2017","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810391","7.6.3.15.1","105900","","","","0"
"2018","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810391","7.6.3.15.1","95400","","","","0"
"2019","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810391","7.6.3.15.1","92100","","","","0"
"2015","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810394","7.6.3.15.4","9.2","","","","1"
"2016","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810394","7.6.3.15.4","6.7","","","","1"
"2017","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810394","7.6.3.15.4","8.7","","","","1"
"2018","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810394","7.6.3.15.4","7.6","","","","1"
"2019","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810394","7.6.3.15.4","7.0","","","","1"
"2015","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810398","7.6.3.16.1","82300","","","","0"
"2016","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810398","7.6.3.16.1","64900","","","","0"
"2017","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810398","7.6.3.16.1","94400","","","","0"
"2018","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810398","7.6.3.16.1","74400","E","","","0"
"2019","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810398","7.6.3.16.1","73700","","","","0"
"2015","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810401","7.6.3.16.4","7.2","","","","1"
"2016","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810401","7.6.3.16.4","5.5","","","","1"
"2017","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810401","7.6.3.16.4","7.7","","","","1"
"2018","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810401","7.6.3.16.4","5.9","E","","","1"
"2019","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810401","7.6.3.16.4","5.6","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810573","8.1.1.15.1","199400","","","","0"
"2016","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810573","8.1.1.15.1","187600","","","","0"
"2017","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810573","8.1.1.15.1","165400","","","","0"
"2018","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810573","8.1.1.15.1","186500","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810573","8.1.1.15.1","159900","","","","0"
"2015","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810576","8.1.1.15.4","19.5","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810576","8.1.1.15.4","18.1","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810576","8.1.1.15.4","15.7","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810576","8.1.1.15.4","17.6","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810576","8.1.1.15.4","14.8","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810580","8.1.1.16.1","140900","","","","0"
"2016","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810580","8.1.1.16.1","135500","","","","0"
"2017","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810580","8.1.1.16.1","110800","","","","0"
"2018","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810580","8.1.1.16.1","118400","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810580","8.1.1.16.1","108400","","","","0"
"2015","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810583","8.1.1.16.4","13.7","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810583","8.1.1.16.4","13.0","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810583","8.1.1.16.4","10.5","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810583","8.1.1.16.4","11.2","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110810583","8.1.1.16.4","10.0","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810755","8.1.2.15.1","110000","","","","0"
"2016","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810755","8.1.2.15.1","103500","","","","0"
"2017","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810755","8.1.2.15.1","86900","","","","0"
"2018","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810755","8.1.2.15.1","96200","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810755","8.1.2.15.1","96800","","","","0"
"2015","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810758","8.1.2.15.4","21.7","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810758","8.1.2.15.4","20.1","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810758","8.1.2.15.4","16.6","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810758","8.1.2.15.4","18.3","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810758","8.1.2.15.4","18.1","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810762","8.1.2.16.1","76000","","","","0"
"2016","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810762","8.1.2.16.1","69000","","","","0"
"2017","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810762","8.1.2.16.1","53300","","","","0"
"2018","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810762","8.1.2.16.1","63600","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110810762","8.1.2.16.1","63800","","","","0"
"2015","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810765","8.1.2.16.4","15.0","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810765","8.1.2.16.4","13.4","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810765","8.1.2.16.4","10.2","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810765","8.1.2.16.4","12.1","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110810765","8.1.2.16.4","11.9","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810937","8.1.3.15.1","89400","","","","0"
"2016","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810937","8.1.3.15.1","84100","","","","0"
"2017","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810937","8.1.3.15.1","78500","","","","0"
"2018","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810937","8.1.3.15.1","90300","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810937","8.1.3.15.1","63100","","","","0"
"2015","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810940","8.1.3.15.4","17.2","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810940","8.1.3.15.4","16.0","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810940","8.1.3.15.4","14.8","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810940","8.1.3.15.4","16.9","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810940","8.1.3.15.4","11.6","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810944","8.1.3.16.1","64900","","","","0"
"2016","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810944","8.1.3.16.1","66500","","","","0"
"2017","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810944","8.1.3.16.1","57500","","","","0"
"2018","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810944","8.1.3.16.1","54800","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810944","8.1.3.16.1","44600","","","","0"
"2015","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810947","8.1.3.16.4","12.5","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810947","8.1.3.16.4","12.7","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810947","8.1.3.16.4","10.8","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810947","8.1.3.16.4","10.3","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810947","8.1.3.16.4","8.2","","","","1"
"2015","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811119","8.2.1.15.1","","F","","","0"
"2016","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811119","8.2.1.15.1","","F","","","0"
"2017","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811119","8.2.1.15.1","","F","","","0"
"2018","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811119","8.2.1.15.1","","F","","","0"
"2019","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811119","8.2.1.15.1","","F","","","0"
"2015","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811122","8.2.1.15.4","","F","","","1"
"2016","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811122","8.2.1.15.4","","F","","","1"
"2017","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811122","8.2.1.15.4","","F","","","1"
"2018","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811122","8.2.1.15.4","","F","","","1"
"2019","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811122","8.2.1.15.4","","F","","","1"
"2015","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811126","8.2.1.16.1","","F","","","0"
"2016","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811126","8.2.1.16.1","","F","","","0"
"2017","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811126","8.2.1.16.1","","F","","","0"
"2018","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811126","8.2.1.16.1","","F","","","0"
